Id,C1x2FechaEvento,C4x1Posicion,C4x2DemText,DemandaFormateada,C4x3ClasificacionLAOMS,C4x3x1SubclasificacionLAOMS,Clasificación en tesis,Ayotzinapa,Reforma educativa
C-121,12/09/2013,En contra,"uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de Aquila, Michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza","[en contra] uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de aquila, michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 2. Abusos de policías y militares al margen de Eps,Abusos de policías y militares,0,0
C-121,12/09/2013,A favor,"llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","[a favor] llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-121,12/09/2013,En contra,"política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades","[en contra] política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades",6. Protección de derechos de grupos vulnerables,4. Indígenas,Indígenas,0,0
C-122,12/09/2013,En contra,"uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de Aquila, Michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza","[en contra] uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de aquila, michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 2. Abusos de policías y militares al margen de Eps,Abusos de policías y militares,0,0
C-122,12/09/2013,A favor,"llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión ","[a favor] llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-122,12/09/2013,En contra,"política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades","[en contra] política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades",6. Protección de derechos de grupos vulnerables,4. Indígenas,Indígenas,0,0
C-123,12/09/2013,En contra,"uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de Aquila, Michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza","[en contra] uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de aquila, michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 2. Abusos de policías y militares al margen de Eps,Abusos de policías y militares,0,0
C-123,12/09/2013,A favor,"llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","[a favor] llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-123,12/09/2013,En contra,"política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades","[en contra] política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades",6. Protección de derechos de grupos vulnerables,4. Indígenas,Indígenas,0,0
C-124,12/09/2013,En contra,"uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de Aquila, Michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza","[en contra] uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de aquila, michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 2. Abusos de policías y militares al margen de Eps,Abusos de policías y militares,0,0
C-124,12/09/2013,A favor,"llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","[a favor] llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-124,12/09/2013,En contra,"política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades","[en contra] política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades",6. Protección de derechos de grupos vulnerables,4. Indígenas,Indígenas,0,0
C-125,12/09/2013,En contra,"uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de Aquila, Michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de ","[en contra] uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de aquila, michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 2. Abusos de policías y militares al margen de Eps,Abusos de policías y militares,0,0
C-125,12/09/2013,A favor,"llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","[a favor] llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-125,12/09/2013,En contra,"política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades","[en contra] política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades",6. Protección de derechos de grupos vulnerables,4. Indígenas,Indígenas,0,0
C-126,12/09/2013,En contra,"uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de Aquila, Michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza","[en contra] uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de aquila, michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 2. Abusos de policías y militares al margen de Eps,Abusos de policías y militares,0,0
C-126,12/09/2013,A favor,"llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","[a favor] llamado a las organizaciones indígenas, campesinas y populares para hacer una movilización nacional por el respeto de nuestros territorios ante los grandes proyectos de inversión","8. Defensa del espacio, los recursos y la cultura","2. Del territorio, espacio público y patrimonio cultural",Defensa nacional,0,0
C-126,12/09/2013,En contra,"política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades ","[en contra] política que se ha desplegado hacia los pueblos indígenas, la cual consideraron es excluyente y maneja los recursos para lujos y frivolidades",6. Protección de derechos de grupos vulnerables,4. Indígenas,Indígenas,0,0
C-127,12/09/2013,En contra,"uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de Aquila, Michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza","[en contra] uso del aparato policiaco-militar y judicial empleado contra la policía comunitaria y la población de aquila, michoacán, que evidencia el compromiso del gobierno federal con las empresas trasnacionales que saquean los recursos minerales de nuestro pueblo dejándolo en la miseria y por encima de ello se le reprime, encarcela y criminaliza",4. Justicia,1. Acciones u omisiones de funcionarios públicos - 2. Abusos de policías y militares al margen de Eps,Abusos de policías y militares,0,0
